,article_name,country,revision_id,article_quality,population
1796,Daniel de Lisle Brock,Guernsey,798315235.0,C,
1797,Richard Weston (treasurer),Guernsey,802409654.0,C,
1798,Havilland de Sausmarez,Guernsey,804532628.0,Start,
1799,Edmund Andros,Guernsey,805755298.0,B,
1800,Henri Beaujean,Guadeloupe,713324685.0,Stub,
1801,Jean Julien Angot des Rotours,Guadeloupe,718041739.0,Start,
1802,Jules Ninine,Guadeloupe,720032116.0,Stub,
1803,Furcie Tirolien,Guadeloupe,720040455.0,Stub,
1804,Henri Bangou,Guadeloupe,720040633.0,Stub,
1805,Dominique Larifla,Guadeloupe,720040679.0,Stub,
1806,Georges Dagonia,Guadeloupe,720040713.0,Stub,
1807,François Louisy,Guadeloupe,720040739.0,Stub,
1808,Édouard Chammougon,Guadeloupe,720047704.0,Stub,
1809,Léopold Hélène,Guadeloupe,720055613.0,Stub,
1810,Leo Andy,Guadeloupe,720055699.0,Stub,
1811,José Moustache,Guadeloupe,720055763.0,Stub,
1812,Frédéric Jalton,Guadeloupe,720055814.0,Stub,
1813,Rosan Girard,Guadeloupe,720055877.0,Stub,
1814,Armand Jean-François,Guadeloupe,720055937.0,Stub,
1815,Paul Valentino,Guadeloupe,720117073.0,Stub,
1816,Marcel Esdras,Guadeloupe,720117155.0,Stub,
1817,Mariani Maximin,Guadeloupe,720117294.0,Stub,
1818,Amédée Fengarol,Guadeloupe,721660701.0,Stub,
1819,René Toribio,Guadeloupe,725882471.0,Start,
1820,Patrice Tirolien,Guadeloupe,729810276.0,Stub,
1821,Hégésippe Légitimus,Guadeloupe,748274502.0,C,
1822,Louisy Mathieu,Guadeloupe,748274939.0,Stub,
1823,Jacques Bangou,Guadeloupe,755313899.0,Stub,
1824,Gaston Gerville-Réache,Guadeloupe,757050656.0,Stub,
1825,Sainte Suzanne Melvil-Bloncourt,Guadeloupe,762128875.0,Stub,
1826,List of colonial and departmental heads of Guadeloupe,Guadeloupe,764397748.0,Start,
1827,Paul Niger,Guadeloupe,765272796.0,Stub,
1828,Achille René-Boisneuf,Guadeloupe,767102866.0,Start,
1829,Paul Adolphe Marie Prosper Granier de Cassagnac,Guadeloupe,767288808.0,Start,
1830,Marcel Gargar,Guadeloupe,783350704.0,Stub,
1831,Ernest Moutoussamy,Guadeloupe,787332894.0,Start,
1832,Gerty Archimede,Guadeloupe,787680195.0,Stub,
1833,Médard Albrand,Guadeloupe,788239179.0,Stub,
1834,Joël Beaugendre,Guadeloupe,788807612.0,Stub,
1835,Hélène Vainqueur-Christophe,Guadeloupe,788810121.0,Stub,
1836,Gabrielle Louis-Carabin,Guadeloupe,788814960.0,Stub,
1837,Daniel Marsin,Guadeloupe,788815849.0,Stub,
1838,Pierre Monnerville,Guadeloupe,788826068.0,Stub,
1839,Lucius-Duquesnes Gustave,Guadeloupe,788827709.0,Stub,
1840,Lucien Bernier,Guadeloupe,788827724.0,Stub,
1841,Clovis Renaison,Guadeloupe,788828762.0,Stub,
1842,Albertine Baclet,Guadeloupe,790100830.0,Stub,
1843,Jacques Cornano,Guadeloupe,791685556.0,Start,
1844,Jacques Gillot,Guadeloupe,791685684.0,Stub,
1845,Thomas Dundas (British Army officer),Guadeloupe,793286976.0,Start,
1846,Maurice Satineau,Guadeloupe,793353218.0,Stub,
1847,Raymond Guilliod,Guadeloupe,794067588.0,Stub,
1848,Gratien Candace,Guadeloupe,806546383.0,Start,
1849,Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,Start,
1850,Duvalle,Saint Vincent and the Grenadines,725462724.0,Start,
1851,Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,Stub,
1852,David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,Stub,
1853,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,Stub,
1854,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,C,
1855,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,Start,
1856,Milton Cato,Saint Vincent and the Grenadines,771015590.0,Start,
1857,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,Start,
1858,Monica Dacon,Saint Vincent and the Grenadines,784784479.0,Start,
1859,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,Start,
1860,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,Start,
1861,Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,Start,
1862,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,Start,
1863,Louis Straker,Saint Vincent and the Grenadines,795343481.0,Start,
1864,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,Start,
1865,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,Start,
1866,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,Start,
1867,Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,Start,
1868,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,Stub,
1869,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,C,
1870,Stanislav Kochiev,South Ossetian,717215546.0,Start,
1871,Valeriy Hubulov,South Ossetian,717241760.0,Start,
1872,Rostislav Khugayev,South Ossetian,721687759.0,Stub,
1873,Boris Chochiev,South Ossetian,748071193.0,Stub,
1874,Yury Morozov,South Ossetian,749962491.0,Start,
1875,Aleksandr Shavlokhov,South Ossetian,760473086.0,Stub,
1876,Merab Chigoev,South Ossetian,760473130.0,Stub,
1877,Gerasim Khugayev,South Ossetian,760473192.0,Start,
1878,Igor Sanakoyev,South Ossetian,760473237.0,Stub,
1879,Zurab Kokoyev,South Ossetian,760473273.0,Stub,
1880,Lyudvig Chibirov,South Ossetian,766130279.0,Stub,
1881,Aslanbek Bulatsev,South Ossetian,789950396.0,Start,
1882,President of South Ossetia,South Ossetian,795669553.0,Start,
1883,Prime Minister of South Ossetia,South Ossetian,797825875.0,Start,
1884,Leonid Tibilov,South Ossetian,799335775.0,Start,
1885,Eduard Kokoity,South Ossetian,801087048.0,C,
1886,Dmitry Sanakoyev,South Ossetian,801560549.0,Start,
1887,Vadim Brovtsev,South Ossetian,802882186.0,C,
1888,Tou Travel Ariki,Cook Island,717545630.0,Stub,
1889,Piho Rua,Cook Island,717593716.0,Start,
1890,Robert Woonton,Cook Island,717897925.0,Start,
1891,Ngereteina Puna,Cook Island,719186872.0,Stub,
1892,List of Presidents of the House of Ariki,Cook Island,728378933.0,Stub,
1893,Tangaroa Tangaroa,Cook Island,737975585.0,Start,
1894,Speaker of the Cook Islands Parliament,Cook Island,755442454.0,Start,
1895,Maria Heather,Cook Island,757064438.0,Stub,
1896,Tetangi Matapo,Cook Island,757064793.0,Stub,
1897,Selina Napa,Cook Island,757064845.0,Stub,
1898,Dorice Reid,Cook Island,757065079.0,B,
1899,Ngai Tupa,Cook Island,757065152.0,Stub,
1900,Cassey Eggelton,Cook Island,757540405.0,Stub,
1901,Norman George,Cook Island,763769083.0,Start,
1902,John Tangi,Cook Island,763769086.0,Stub,
1903,Vai Peua,Cook Island,763769088.0,Stub,
1904,Teariki Heather,Cook Island,763769233.0,Start,
1905,George Angene,Cook Island,763769688.0,Stub,
1906,Albert (Peto) Nicholas,Cook Island,763770488.0,Stub,
1907,Tupou Faireka,Cook Island,763774025.0,Stub,
1908,Mark Brown (Cook Islands),Cook Island,763774066.0,Stub,
1909,Nandi Glassie,Cook Island,763774069.0,Stub,
1910,Apii Piho,Cook Island,763775030.0,Stub,
1911,Winton Pickering,Cook Island,763775034.0,Stub,
1912,Albert Nicholas (Cook Islands),Cook Island,763775035.0,Stub,
1913,Vincent Ingram,Cook Island,763775867.0,Start,
1914,Terepai Maoate Jnr,Cook Island,763775893.0,Stub,
1915,Toanui Isamaela,Cook Island,763776103.0,Stub,
1916,Tangata Vavia,Cook Island,763776191.0,Start,
1917,Taunga Toka,Cook Island,763776193.0,Stub,
1918,Teremoana Tapi Taio,Cook Island,763776229.0,Start,
1919,Tepure Tapaitau,Cook Island,763776231.0,Start,
1920,Mapu Taia,Cook Island,763776235.0,Stub,
1921,Pupuke Robati,Cook Island,763776270.0,Start,
1922,Wilkie Rasmussen,Cook Island,763776271.0,Start,
1923,Tai Tura,Cook Island,763776737.0,Stub,
1924,Tekii Lazaro,Cook Island,763776768.0,Stub,
1925,Kura Strickland,Cook Island,763776806.0,Stub,
1926,Mii Parima,Cook Island,763776808.0,Stub,
1927,Joe Williams (Cook Islands politician),Cook Island,763776856.0,Start,
1928,Kiriau Turepu,Cook Island,763776860.0,Stub,
1929,Inatio Akaruru,Cook Island,766806728.0,Start,
1930,Terepai Maoate,Cook Island,767048874.0,Start,
1931,Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,Start,
1932,Atatoa Herman,Cook Island,767994335.0,Stub,
1933,Kete Ioane,Cook Island,778717694.0,Start,
1934,Tom Davis (Cook Islands politician),Cook Island,778763952.0,C,
1935,Niki Rattle,Cook Island,778789714.0,Stub,
1936,Frederick Tutu Goodwin,Cook Island,784686871.0,Start,
1937,Ngamau Munokoa,Cook Island,784786128.0,Start,
1938,Henry Puna,Cook Island,786648340.0,C,
1939,Moana Ioane,Cook Island,787050138.0,Stub,
1940,Marguerite Story,Cook Island,787227714.0,Start,
1941,Apenera Short,Cook Island,788240713.0,Start,
1942,Mana Strickland,Cook Island,788499686.0,Start,
1943,William (Smiley) Heather,Cook Island,788897273.0,Start,
1944,Rose Toki-Brown,Cook Island,788897549.0,Stub,
1945,Teina Bishop,Cook Island,788898457.0,Start,
1946,Pumati Israela,Cook Island,788899523.0,Stub,
1947,Robert Wigmore,Cook Island,794802546.0,Start,
1948,Pukeiti Pukeiti,Cook Island,794802590.0,Stub,
1949,John Henry (Cook Islands politician),Cook Island,797303432.0,Stub,
1950,Geoffrey Henry,Cook Island,797303508.0,Start,
1951,Albert Henry (politician),Cook Island,797303536.0,C,
1952,Jim Marurai,Cook Island,799769949.0,C,
1953,Pa Tepaeru Terito Ariki,Cook Island,805657875.0,C,
1954,Tom Marsters,Cook Island,806739780.0,Start,
1955,Hilal Al Sarmi,Omani,717915660.0,Stub,
1956,Mohammed Al Rumhi,Omani,722258362.0,Stub,
1957,Yahya Al Khusaibi,Omani,726862168.0,Stub,
1958,Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,Start,
1959,Fahd bin Mahmoud al Said,Omani,757164616.0,Stub,
1960,Rawya Saud Al Busaidi,Omani,760558966.0,Stub,
1961,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,Stub,
1962,Taimur bin Feisal,Omani,767885927.0,Start,
1963,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,Start,
1964,Badr bin Saud al Busaidi,Omani,783116680.0,Stub,
1965,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,Start,
1966,Rahila Al Riyami,Omani,788828342.0,Stub,
1967,List of rulers of Oman,Omani,789761641.0,B,
1968,Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,Stub,
1969,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,C,
1970,Yusuf bin Alawi bin Abdullah,Omani,797805284.0,Start,
1971,Samira bint Mohamed Al-Moosa,Omani,797947292.0,Stub,
1972,Moosa AbdulRahman Hassan,Omani,799540696.0,C,
1973,Abdullah Al Saidi,Omani,801364408.0,Stub,
1974,Said bin Taimur,Omani,802317488.0,C,
1975,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,Start,
1976,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,Stub,
1977,Qaboos bin Said al Said,Omani,806904421.0,C,
1978,Haitham bin Tariq Al Said,Omani,807451487.0,Stub,
1979,John Allen (diplomat),Tokelauan,720435378.0,Stub,
1980,Neil Walter,Tokelauan,732100626.0,Start,
1981,Tim Francis,Tokelauan,744394596.0,Stub,
1982,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,C,
1983,Russell Marshall,Tokelauan,771460602.0,C,
1984,Guy Powles,Tokelauan,786375181.0,C,
1985,Salesio Lui,Tokelauan,790644183.0,Stub,
1986,Kuresa Nasau,Tokelauan,790644216.0,Stub,
1987,Patuki Isaako,Tokelauan,790644404.0,Stub,
1988,Kolouei O'Brien,Tokelauan,790647368.0,Stub,
1989,Afega Gaualofa,Tokelauan,795631781.0,Stub,
1990,Siopili Perez,Tokelauan,795633170.0,Stub,
1991,David Payton,Tokelauan,799209983.0,Stub,
1992,Head of Government of Tokelau,Tokelauan,801375710.0,Start,
1993,Falima Teao,Tokelauan,801630990.0,Stub,
1994,Jonathan Kings,Tokelauan,806257719.0,Stub,
1995,Administrator of Tokelau,Tokelauan,806258588.0,Start,
1996,Themba N. Masuku,Swaziland,723121670.0,Stub,
1997,Moses Mathendele Dlamini,Swaziland,747579157.0,Start,
1998,Constance Simelane,Swaziland,757540600.0,C,
1999,Ntfombi of Swaziland,Swaziland,785654533.0,C,
2000,Bheki Dlamini,Swaziland,790010530.0,Stub,
2001,Bhekimpi Dlamini,Swaziland,790010540.0,Stub,
2002,Jameson Mbilini Dlamini,Swaziland,790010556.0,Stub,
2003,Lutfo Dlamini,Swaziland,790010558.0,Stub,
2004,Mabandla Dlamini,Swaziland,790010563.0,Stub,
2005,Makhosini Dlamini,Swaziland,790010573.0,Stub,
2006,Mphiwa Dlamini,Swaziland,790010577.0,Stub,
2007,Obed Dlamini,Swaziland,790010578.0,Stub,
2008,Paul Dlamini,Swaziland,790010579.0,Stub,
2009,Themba Dlamini,Swaziland,790010705.0,Stub,
2010,Njabulo Mabuza,Swaziland,790010716.0,Stub,
2011,Charles Myeza,Swaziland,790010723.0,Stub,
2012,Sishayi Nxumalo,Swaziland,790010729.0,Stub,
2013,Paul Shabangu,Swaziland,790010732.0,Stub,
2014,Trusty Gina,Swaziland,790010783.0,Stub,
2015,Marwick Khumalo,Swaziland,790010820.0,Stub,
2016,Prince Sozisa Dlamini,Swaziland,790090661.0,B,
2017,Andreas Fakudze,Swaziland,790636139.0,Stub,
2018,Ndumiso Mamba,Swaziland,793428048.0,Stub,
2019,Dzeliwe of Swaziland,Swaziland,796256782.0,Start,
2020,Ben Nsibandze,Swaziland,797494822.0,Stub,
2021,List of Prime Ministers of Swaziland,Swaziland,797904256.0,Start,
2022,Barnabas Sibusiso Dlamini,Swaziland,798454144.0,Start,
2023,Sotsha Dlamini,Swaziland,800650407.0,Stub,
2024,Labotsibeni Mdluli,Swaziland,802149787.0,C,
2025,Tsandzile Dlamini,Swaziland,804656330.0,Start,
2026,Maphevu Dlamini,Swaziland,807175486.0,Stub,
2027,Karim Mammadbeyov,Dagestani,723563977.0,Start,
2028,Aziz Aliyev,Dagestani,785202362.0,C,
2029,Mukhu Aliyev,Dagestani,785532389.0,Start,
2030,Magomedali Magomedov,Dagestani,789329935.0,Start,
2031,Magomedsalam Magomedov,Dagestani,792949749.0,Start,
2032,Sagid Murtazaliev,Dagestani,796896055.0,Start,
2033,Head of the Republic of Dagestan,Dagestani,803611453.0,Start,
2034,List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,Stub,
2035,Gunnar Martens,Greenlandic,742150479.0,Stub,
2036,Sara Olsvig,Greenlandic,756830216.0,Stub,
2037,Kathrine Chemnitz,Greenlandic,757102071.0,Start,
2038,Augusta Salling,Greenlandic,757103267.0,Stub,
2039,Agathe Fontain,Greenlandic,757539811.0,Stub,
2040,Ane Hansen (politician),Greenlandic,757539958.0,Stub,
2041,Asii Chemnitz Narup,Greenlandic,763742018.0,Stub,
2042,Aleqa Hammond,Greenlandic,770757601.0,Start,
2043,Katrine Larsen Lenner,Greenlandic,778461046.0,Stub,
2044,Maliina Abelsen,Greenlandic,780537008.0,Start,
2045,Agnethe Davidsen,Greenlandic,787423025.0,Stub,
2046,Mimi Karlsen,Greenlandic,806560929.0,Stub,
2047,Alan Parastaev,Ossetian,743018109.0,Start,
2048,Taymuraz Mamsurov,Ossetian,757343822.0,Start,
2049,Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,Stub,
2050,Akhsarbek Galazov,Ossetian,782634776.0,Start,
2051,Alexander Dzasokhov,Ossetian,789328182.0,Start,
2052,Alla Dzhioyeva,Ossetian,796950389.0,C,
2053,Vyacheslav Bitarov,Ossetian,804609656.0,Stub,
2054,Tamerlan Aguzarov,Ossetian,804609900.0,Stub,
2055,Anatoly Bibilov,Ossetian,806832826.0,Start,
2056,Leilani Reklai,Palauan,757106724.0,Stub,
2057,Antonio Bells,Palauan,762610456.0,Stub,
2058,Haruo Remeliik,Palauan,764341685.0,Stub,
2059,Roman Tmetuchl,Palauan,765032190.0,GA,
2060,Vice President of Palau,Palauan,765102210.0,Stub,
2061,Surangel Whipps Jr.,Palauan,767195006.0,Stub,
2062,Alfonso Oiterong,Palauan,773405868.0,Stub,
2063,Johnson Toribiong,Palauan,777304756.0,Start,
2064,Kerai Mariur,Palauan,778679721.0,Stub,
2065,President of Palau,Palauan,782714724.0,Start,
2066,Kuniwo Nakamura,Palauan,786992351.0,Start,
2067,Tommy Remengesau,Palauan,788566799.0,C,
2068,Thomas Remengesau Sr.,Palauan,788566961.0,Stub,
2069,Ngiratkel Etpison,Palauan,788567219.0,Start,
2070,Raynold Oilouch,Palauan,789983618.0,Stub,
2071,Lazarus Salii,Palauan,790011394.0,Stub,
2072,Ngedikes Olai Uludong,Palauan,790410665.0,Start,
2073,Sandra Pierantozzi,Palauan,790423026.0,Stub,
2074,Elias Camsek Chin,Palauan,795139723.0,Start,
2075,Akiko Sugiyama,Palauan,797884160.0,Stub,
2076,Baklai Temengil,Palauan,805961817.0,Start,
2077,List of Presidents of Somaliland,Somaliland,792010538.0,Start,
2078,Dahir Riyale Kahin,Somaliland,798692052.0,Start,
2079,Adan Ahmed Elmi,Somaliland,804143605.0,Stub,
2080,Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,C,
2081,Hediya Yousef,Rojava,805873719.0,C,
2082,Mansur Selum,Rojava,805873803.0,Stub,
2083,,Western Sahara,,,0.6
2084,,Cote d'Ivoire,,,24.9
2085,,eSwatini,,,1.4
2086,,El Salvador,,,6.5
2087,,Honduras,,,9
2088,,Curacao,,,0.2
2089,,Puerto Rico,,,3.3
2090,,St. Kitts-Nevis,,,0.05
2091,,Saint Lucia,,,0.2
2092,,St. Vincent and the Grenadines,,,0.1
2093,,Georgia,,,3.9
2094,,Oman,,,4.7
2095,,Brunei,,,0.4
2096,,Timor-Leste,,,1.2
2097,,Czechia,,,10.6
2098,,French Polynesia,,,0.3
2099,,Guam,,,0.2
2100,,New Caledonia,,,0.3
2101,,Palau,,,0.02
2102,,Samoa,,,0.2
